area,population,area_sqkm,num_industries,num_hospitals,num_schools,avg_income,waste_per_capita,recycling_rate,temperature,humidity,day_of_week,is_weekend,total_waste,aqi,waste_type
Riverside,26101,7.083168025979572,37,9,0,62344,1.2815950866270855,0.4502512599752162,32.120552704687896,43.84440463923794,3,0,45543.51464132565,500.0,Industrial Hazardous
Industrial,2751,9.016195454236948,40,9,13,29564,1.815227238810117,56.00298371878777,19.758236584372547,80.83141344883848,1,0,5346.395859592134,178.01461572688055,Industrial Hazardous
Harbor,46217,17.96290894116416,38,2,8,31105,0.6056117311357734,57.30475334999784,28.429720989149665,56.91681110550631,5,1,35681.64257996045,469.8537322364292,Industrial Hazardous
Harbor,34072,14.097638972194908,33,5,17,76754,0.34828446126406276,3.057502606107363,25.518468167157515,37.9633339977009,5,1,14019.627673850637,261.06329418393625,Industrial Hazardous
Harbor,27527,22.652684585034482,39,9,5,134069,2.259064706167501,53.37419106874002,32.59869191556908,84.08535579610975,5,1,85585.1915325801,500.0,Industrial Hazardous
Commercial,32346,15.25313485002764,42,5,14,40056,1.5640004070078484,28.24673037788657,36.515122567768856,72.30078887251436,3,0,75300.99163427403,500.0,Industrial Hazardous
Airport,21515,12.578946107796826,24,0,15,83565,0.34397306225621505,45.96904418723198,22.67622210892081,40.09710813702326,5,1,7703.735524469998,185.82092716419885,Industrial Hazardous
Airport,10083,19.750941735224956,35,5,7,133097,2.4831468580415716,4.755331868096846,37.619276931119835,44.79029373879487,3,0,36841.893397841355,486.2061975802607,Industrial Hazardous
Residential,23604,23.714579342969408,15,4,18,67689,1.3828232426302678,57.31233564708483,32.67379495680615,46.131812347269516,0,0,40604.019315039826,481.59785353475,Standard Mixed
Airport,12724,9.218224825501778,17,6,4,52135,1.346928317963607,36.452908503243854,15.929152821107133,87.80005123563109,4,0,15280.753926725416,234.01139143317624,Standard Mixed
Downtown,39284,6.621967149054203,12,5,13,125485,1.666011205509767,53.921658199172626,34.7810724389408,83.17062981424216,0,0,82982.4036687308,500.0,High Volume Organic
Suburban,31336,15.59732620920641,36,6,6,52812,0.3173899752300166,40.37778565259683,27.365676588095802,50.78070792255399,3,0,12436.236269381212,236.45037624863784,Industrial Hazardous
Industrial,29799,12.722384118270083,26,1,3,136773,1.5521044221541682,32.20861764338449,38.63652229530319,57.998217017588054,0,0,66556.72974000464,500.0,Industrial Hazardous
Downtown,13536,24.735046584187195,33,0,0,90047,1.684864588777245,10.349741059585963,23.090787431022402,47.11679489538385,2,0,25557.622685797498,366.0830371366659,Industrial Hazardous
Downtown,20433,11.827863711619466,10,6,3,42772,0.9532978498267597,10.677247812528028,29.78034147840932,74.55891947970994,3,0,22555.118893931878,303.39506353309105,Mixed Unsegregated
Riverside,12892,2.3211230083284735,0,8,13,100957,1.8990753014902568,28.354217517181755,38.9036545782773,39.67254899515852,2,0,31318.22850515563,352.9976935092597,High Volume Organic
Residential,8438,24.445541989052078,12,1,15,112652,1.130349995679529,52.226532938482634,21.778993325690035,50.31685664814801,2,0,9411.549501880516,173.61075990561048,Standard Mixed
Riverside,4641,21.167880167041734,29,6,6,27775,1.8791008958079085,6.913120672911375,26.798838609992778,66.36626817880293,4,0,10438.33671817818,214.07692422370442,Industrial Hazardous
Downtown,23850,4.867128526970102,4,2,9,112482,0.6164153925955315,59.903108977544626,33.81238711329215,82.64066869944082,2,0,17631.423159933485,234.56455232541842,Low Volume Dry
Industrial,10046,22.662828701265298,17,5,9,74523,2.3101351952902394,52.55473539008997,32.2774671278396,68.133015457717,0,0,28788.934145499916,373.6387081437465,High Volume Organic
Commercial,5835,8.846337110132742,13,2,3,30707,2.2348062220437726,23.55352623987921,35.96758166468791,86.38358689434709,0,0,16965.074653750617,249.81034029214996,High Volume Organic
Airport,5577,9.739243621093891,12,9,11,33372,0.6313782473930953,15.187099845465909,27.99491698571208,85.84855691484094,5,1,3989.455096737949,111.62552759477583,Low Volume Dry
Residential,46515,22.706591317872903,31,4,5,126252,2.364598661588146,55.31976570993925,22.973029797061912,73.09796778186157,1,0,121666.893749066,500.0,Industrial Hazardous
Suburban,6111,13.487831343365226,6,1,12,115350,1.5271166000880028,7.392697154198142,28.37711524699511,46.722115664730026,4,0,10328.050433899392,171.054869179122,Mixed Unsegregated
Harbor,41357,3.875191770263731,7,7,0,81526,1.8436292924029307,20.837396125149873,23.749000791001684,70.98474425914239,5,1,77310.45581365017,500.0,Standard Mixed
Suburban,36160,9.541875903874198,49,7,7,85106,2.148646343228363,5.034740909639619,19.410763423477906,41.56426225506581,5,1,85721.44218987152,500.0,Industrial Hazardous
Industrial,6077,18.19138743356308,6,6,15,108143,0.483853883576008,57.20773678387262,28.87424256560878,49.99228216066257,5,1,3162.746265622467,95.41692319978958,Low Volume Dry
Downtown,20502,4.76751260766641,48,5,4,73475,0.6724255864255664,37.05737692052324,16.209513844664905,75.47396473523668,1,0,14645.31221845831,272.3553676666328,Industrial Hazardous
Airport,39951,14.960664336455789,15,0,6,141314,0.9388600272691159,20.170778680406325,15.914382574842906,81.03791595413355,2,0,32830.18086733239,391.4734126268485,Standard Mixed
Downtown,34775,17.534216257138212,42,7,2,148814,1.34984985905143,16.52898992222365,16.61433848601571,55.006133286947616,5,1,47530.038709322216,500.0,Industrial Hazardous
Harbor,49603,8.924412600793193,30,0,1,143502,1.0613199138572293,26.645657612581488,31.815279321098288,61.40621264545564,3,0,68747.73234719361,500.0,Industrial Hazardous
Commercial,29147,17.500076873353898,26,7,1,77201,1.412862029272517,5.482708620436252,25.174671263528573,53.16797179158205,0,0,46708.77088700557,500.0,Industrial Hazardous
Harbor,35331,22.163080119818307,32,1,19,47957,0.7090174601562198,53.36093581392493,27.352879558843966,58.75801225151695,3,0,30399.525300756148,427.98704468569883,Industrial Hazardous
Airport,35268,12.066860233714403,28,7,9,115814,1.8007391078529624,30.65642261704362,23.58497156897906,60.749258126208446,1,0,70435.84101423954,500.0,Industrial Hazardous
Harbor,31462,9.881278540404749,7,9,19,76243,0.42261673860420856,43.505887480998254,21.340905613778613,71.51006786926013,5,1,12438.67990562074,193.09771081215357,Low Volume Dry
Residential,48834,6.653380833278,32,3,8,143364,1.0951889136575155,14.024750501665928,23.95762906018964,75.03146786620712,1,0,60783.533836998955,500.0,Industrial Hazardous
Airport,30083,15.303034256650953,40,6,17,129383,0.6938731382764697,30.224955652601274,19.834454238415237,88.50097455877437,0,0,22380.082496701812,360.0653066780436,Industrial Hazardous
Residential,1794,22.056375176948542,18,4,5,93752,1.905853198115497,12.66516817961735,31.968947703973914,56.259090486446446,5,1,3873.645146900334,132.71633515000696,High Volume Organic
Commercial,15596,8.454201046037255,20,7,19,95542,2.244037345425805,48.96567687723582,17.543387363236548,34.988389675348195,1,0,32980.720193041314,426.22829400309024,High Volume Organic
Suburban,37333,10.207770351163935,40,5,5,53993,0.4733296602476448,46.51650059046235,27.922517885260728,71.28998019102423,3,0,22022.917527720365,334.7358313742103,Industrial Hazardous
Harbor,47358,10.462325179974606,20,4,9,54016,2.02708328290608,8.892139451783967,26.92067485240141,59.89646882388216,1,0,110084.56692789301,500.0,High Volume Organic
Harbor,27828,14.239902373549171,24,0,8,45354,2.270589046188625,4.4704140441639755,22.54809044362659,80.46130642077625,3,0,67421.30908725639,500.0,Industrial Hazardous
Airport,24898,6.096019558402246,41,2,8,68637,2.442734476550921,49.451804193283174,17.557234736218973,38.7926601960391,5,1,62105.76091416879,500.0,Industrial Hazardous
Residential,18206,20.644173305038755,22,9,2,139714,1.574649752079196,6.578874284355827,32.583942761821504,68.69483976990432,2,0,36915.8382023707,468.2680497899078,Industrial Hazardous
Residential,22840,7.742255798853422,10,8,11,104762,1.0202621492162949,32.90903884112013,29.238509039996803,57.55550314886558,5,1,26392.00155290101,354.37723822186996,Standard Mixed
Riverside,19325,17.781385926968706,32,8,10,146580,1.0083419197081265,32.06923787588442,35.23690877976849,55.158181725993366,4,0,27090.937925355527,394.932197276781,Industrial Hazardous
Industrial,17982,13.073785673599023,19,4,13,124002,1.1337341744477958,12.176644087929363,20.888092640354266,63.89195650737473,0,0,20127.512839772855,299.4044563391119,Mixed Unsegregated
Downtown,9818,14.854491282142543,24,2,18,103502,1.6478682961207793,35.481387953086966,34.78910288814797,71.05096410179158,1,0,21495.045495902006,298.5652734335731,Industrial Hazardous
Residential,41756,4.900414101268921,25,5,9,24848,1.3785060267060751,30.165312447876193,22.298643100057507,81.05564675608662,5,1,61108.19422232383,500.0,Industrial Hazardous
Industrial,44509,18.50806835536518,39,4,18,62673,1.7379970580950372,30.551353342388335,17.814768275716673,44.10669527030096,0,0,79320.45540192637,500.0,Industrial Hazardous
Industrial,43685,5.121202716544462,11,0,4,31783,0.38649052176506754,21.581998585480147,18.372907215340824,47.585683597756926,1,0,15684.9932120974,236.64844957143663,Low Volume Dry
Industrial,16074,3.280104121872258,31,1,8,84694,0.5329394108384501,50.305713415510034,20.526462009356976,62.914891266203206,2,0,8760.86497572067,189.25338224465114,Industrial Hazardous
Downtown,48570,13.89364774727528,32,4,0,131692,2.4483868987388746,5.062233772094964,32.06072240285229,50.79342854496328,3,0,157478.99886975446,500.0,Industrial Hazardous
Downtown,15150,17.8777798544828,9,8,14,81865,2.4898481048097247,26.31738287092016,21.09904337678882,64.10067131381906,0,0,35975.192713507626,426.3263402607015,High Volume Organic
Harbor,46618,1.72587799265154,3,3,3,121442,1.942649397706658,15.588981489871179,30.096773865542826,42.00904788880825,2,0,101345.73237892959,500.0,High Volume Organic
Commercial,29430,2.200185216043281,14,8,6,73907,0.8640737303982657,50.90599511773088,21.413069493104622,48.45886846240954,2,0,25690.193262525885,333.3275605357576,Standard Mixed
Residential,20671,20.165639486295014,5,2,5,70669,2.39743981568121,13.504829043153212,24.13058663310639,49.49051942754179,4,0,49557.1912543151,500.0,High Volume Organic
Riverside,35364,20.321301137929634,26,0,14,30924,0.7701461463417478,46.021489413948004,37.24303148843376,89.53923542838837,2,0,38108.967893347035,481.0795090333589,Industrial Hazardous
Industrial,12301,6.509965567947489,4,5,5,90178,1.9091489093407328,36.69091934353216,27.509050984376337,81.26089982240015,4,0,25301.627237860743,304.3552932389427,High Volume Organic
Harbor,22872,15.573090968604987,4,9,6,90732,0.5535682857224854,52.487415322801766,30.006295516539204,80.26203808118606,2,0,14376.546874600197,201.28271063172065,Low Volume Dry
Airport,17059,11.357911841044158,17,6,19,96691,1.7275898968316352,35.62763657526462,19.731920735265042,60.81419424114219,3,0,28418.723250492,353.9515998945577,Standard Mixed
Downtown,32834,16.001053014386066,27,3,2,97591,1.9709330073834994,33.38906198421084,18.287651745398648,58.01088228661701,2,0,63884.23546778328,500.0,Industrial Hazardous
Residential,40437,21.640542460431014,34,9,12,40152,2.1912083180937816,48.06779637489078,25.329506451201198,34.207532704640776,5,1,104188.9678765475,500.0,Industrial Hazardous
Harbor,13788,2.4564824022652845,21,4,1,124502,1.9154735073136233,33.74918798989381,36.38463747832311,41.839594616134434,3,0,36163.25680900273,441.01428403259695,Industrial Hazardous
Harbor,22898,19.56061843671713,33,3,2,28072,2.331667781781994,50.67252353880229,21.023091523688503,83.720807287262,1,0,57346.42501734687,500.0,Industrial Hazardous
Commercial,11194,12.579213060765463,3,2,12,101501,1.446031167381595,2.9590817885470555,30.542311379830615,61.53848528419232,2,0,18505.086594518834,232.7823686367871,Mixed Unsegregated
Suburban,12691,14.321110122168914,17,0,8,127992,1.7903429351653213,29.708991219631447,36.802405440657,89.24629555851661,2,0,30545.900681634426,401.3485185671904,High Volume Organic
Industrial,18551,16.521318320419446,40,5,18,64687,1.1130101871943743,48.76149080266457,38.3602605976602,65.50727986229441,1,0,31528.86334002109,448.5828773385709,Industrial Hazardous
Harbor,11237,23.10426715366313,25,9,17,117526,0.3228567884364875,50.90190881493208,39.8447566810922,52.649225230056295,4,0,5435.2189792771715,164.35781857600384,Industrial Hazardous
Industrial,25751,1.8896388620175777,41,4,4,41942,1.964724502028149,50.04332264456203,34.07392900031565,46.44659452462778,3,0,72258.16860592797,500.0,Industrial Hazardous
Harbor,5647,1.2221706270489676,21,0,9,128231,2.2136934253166527,36.26287917669382,16.87525294451094,85.10157989564486,1,0,11562.14565272136,213.2898348150905,Industrial Hazardous
Suburban,20143,4.86741364647495,46,4,13,132363,0.6826338494213995,59.6382805284061,36.78654983256983,52.243937423198126,1,0,20719.766014832327,359.0937000232579,Industrial Hazardous
Suburban,39467,24.667969287655044,32,5,16,67417,0.36300965366364046,10.883178468340873,37.14092188008962,38.768496005583,5,1,20638.868209051314,339.4605797056697,Industrial Hazardous
Commercial,33814,18.019371000755505,42,9,2,136031,0.66190406010322,10.467454763252082,28.932070980043143,46.69552244309291,0,0,29078.01577604801,435.5264111772986,Industrial Hazardous
Industrial,38499,15.558707416835297,13,4,6,112379,2.269636445126436,1.969360471470496,16.685791522143894,68.73738982381155,1,0,77463.80611084608,500.0,High Volume Organic
Industrial,41233,1.6524568086613236,30,0,8,81259,0.9501228566169255,59.360230575337354,26.91663278164572,37.98062656638896,4,0,47110.830018699475,500.0,Industrial Hazardous
Industrial,18967,22.038200485377637,9,4,4,25490,0.8141490526780777,20.88123045334025,20.267500896952942,35.49398118469008,4,0,14734.0461936717,191.1821188797791,Low Volume Dry
Industrial,35308,20.41254290578041,23,9,3,41719,0.332097614655076,45.723250772326196,26.052676688222487,57.457596147683546,4,0,13464.763105970102,229.34352523564772,Industrial Hazardous
Airport,2252,16.78760107474358,20,0,2,69200,0.9535213238621456,3.5826187665287668,33.10316194126379,35.01910269003461,3,0,2959.395315848716,112.44913810906024,Mixed Unsegregated
Residential,2349,8.808704979375216,47,2,12,58684,1.87440596944892,17.921286379797387,31.68876616392847,53.57628688098043,3,0,6288.60930962052,200.10885436208656,Industrial Hazardous
Downtown,3142,2.227371411422304,7,1,8,38894,2.409996434427683,37.4308404836941,34.49979599008408,49.36351458423361,2,0,9699.694486279472,160.17262590146885,High Volume Organic
Harbor,2100,14.710942953572602,31,0,6,50837,0.9880307113627933,31.4868057659559,26.91306851586272,53.488631015373954,1,0,2069.2317931131242,139.3202570545345,Industrial Hazardous
Harbor,47219,18.132517000790518,30,3,7,140913,0.8295077044635251,12.464894381753151,27.769802083055765,59.26729845962065,5,1,47339.5328035925,500.0,Industrial Hazardous
Harbor,21286,2.808888586692562,33,1,9,129830,2.2537518450177956,27.695574767530672,38.392230947758364,41.119739025207224,4,0,70718.39102274447,500.0,Industrial Hazardous
Harbor,45065,16.027307665063148,22,4,0,72812,2.175510671830903,6.52691951231076,30.7795920941211,56.54546609495115,1,0,121127.71222599786,500.0,Industrial Hazardous
Industrial,20683,7.515968663235385,24,9,19,87282,1.02195292431611,32.56220833497024,33.68851576577734,51.6911475850863,2,0,27809.834486648833,376.474468412164,Industrial Hazardous
Residential,1632,19.223983419885386,6,0,0,110607,0.4513713382655188,5.816486583304208,31.61293091329674,77.72841192295643,2,0,891.0732328963993,89.66069678832152,Mixed Unsegregated
Airport,38759,13.720588339745007,18,9,18,93706,2.4823767690268337,38.15612745357076,31.012135339245212,71.68134877700598,4,0,117879.11062181805,500.0,High Volume Organic
Riverside,31576,3.661401301355699,6,0,1,118937,1.7975494324159267,9.321454684812707,37.83855373587042,82.3525069217641,1,0,73654.36415682283,500.0,High Volume Organic
Industrial,39063,13.399726469464282,46,9,11,76132,2.3384770935850954,32.82515353607753,23.91214485947978,70.1405801246812,2,0,109811.8659094798,500.0,Industrial Hazardous
Airport,27191,10.195553152484607,7,3,12,98425,1.0521238435028153,7.747240789393164,25.692258293052717,37.26509707204512,0,0,30118.41148815211,383.15556289990303,Mixed Unsegregated
Industrial,43799,4.918721222900472,13,6,13,80161,1.7249079219825874,24.04262602029203,24.493760077196747,60.4246209981314,3,0,79279.90608096351,500.0,Standard Mixed
Industrial,11431,21.117135239522018,0,1,4,39104,1.7838939064545483,21.109892687187543,34.12992264313717,74.54817591050022,1,0,24143.633562514828,295.8339159203278,High Volume Organic
Commercial,8133,0.7701969882288369,12,1,2,134863,2.2203920285856222,45.384641989981155,36.71049038386205,80.50070859709021,4,0,23642.946396011128,309.3466015768187,High Volume Organic
Suburban,38277,8.147142783513596,2,0,16,35140,2.484727681655209,38.46969867685569,23.93756000411145,40.87654212438989,2,0,93837.442720085,500.0,High Volume Organic
Commercial,35381,0.8085784351509555,27,4,0,113272,0.5390655927527706,56.225329224179426,18.5586767240581,43.410158912108535,2,0,18818.482210446215,287.2838974161874,Industrial Hazardous
Downtown,1544,2.8521701894007414,37,5,13,143518,1.6884570599469493,55.31463911711186,27.352665498983672,81.7344417576218,2,0,3096.121389183563,149.36037500961874,Industrial Hazardous
Harbor,47191,7.778857369740486,14,5,5,28152,1.0401678863976895,43.49976171368178,39.60821366686041,59.124256608644885,3,0,67681.34677907449,500.0,Standard Mixed
Industrial,35699,1.829644042039653,35,1,16,68486,2.085648539532268,46.23514443538751,20.092044125434363,57.14538077176932,1,0,79032.71229844558,500.0,Industrial Hazardous
Downtown,24863,15.117448042749958,2,6,3,105277,1.9591255664421732,37.49474499462507,26.30002345134414,59.64691182072552,2,0,50682.759406487,500.0,High Volume Organic
Harbor,47194,2.6281412456614786,3,5,5,122696,2.2635407532926104,41.49979384468317,21.78467008236253,40.39996893081256,5,1,101557.29350190198,500.0,High Volume Organic
Harbor,2082,17.69198403461933,4,7,0,58147,1.0561463300170628,37.03334211800571,38.06697209087946,67.65818709142812,3,0,2741.4052524061563,95.59222538880569,Standard Mixed
Airport,14874,1.7897317593654474,49,5,8,107890,0.7059667571470831,18.705901878083473,28.772932689163362,78.47842116121356,0,0,13927.15834443357,299.696744682409,Industrial Hazardous
Airport,1808,1.9530679226268717,25,8,3,28666,0.34796368973256103,21.041374952282258,29.468611476659355,80.22367199078258,1,0,689.6120717601608,94.95146822416245,Industrial Hazardous
Suburban,21801,7.980484526315026,24,9,8,113939,0.8621147041800645,34.48402967817733,15.20653116575251,31.822703158203076,4,0,16883.236070057705,277.9599237113512,Industrial Hazardous
Commercial,9293,22.4660023617473,9,1,8,128142,1.1077773874615082,43.210615643688975,31.31949388630482,72.91134947304869,1,0,11943.094060268295,208.02032905566568,Standard Mixed
Downtown,2120,16.214134593721255,7,6,12,54726,2.3813473690855824,24.36714275794657,22.658810535201233,35.47347971721762,2,0,5191.255759794708,109.07101323497349,High Volume Organic
Residential,30383,19.368216652258525,11,4,16,124983,1.3810197944639562,8.560068049605274,27.83540859547993,88.01215294299348,4,0,46737.16107134629,500.0,Mixed Unsegregated
Residential,38034,3.9680266821890986,2,0,2,68689,1.524166909039337,27.565030101156403,28.27668457166494,58.93445228352303,5,1,62539.83087335055,500.0,Standard Mixed
Industrial,38460,20.936073114557523,26,2,5,66116,2.2362832765058527,57.791269232103346,29.805613169283816,76.52490869067881,1,0,106249.43917159576,500.0,Industrial Hazardous
Riverside,39890,0.6995830807587612,49,3,19,125652,2.2471529302811097,12.84521207504245,35.58848476388606,67.31146178186376,4,0,135096.3974079156,500.0,Industrial Hazardous
Commercial,6593,5.71990509295865,22,1,14,91420,1.4614148184390445,38.944145217647645,22.473365964483325,87.11618968050882,1,0,10326.402953746081,193.26614732895243,Industrial Hazardous
Downtown,49752,15.59426186817484,39,6,13,97848,0.5501476972133299,58.952507889819834,21.404034605095234,88.41947761086487,5,1,30530.635246489383,441.15323838521635,Industrial Hazardous
Industrial,22759,9.693537010554234,32,0,12,143228,0.8951355622987052,22.57426316763778,34.89522119606553,46.7327814597232,0,0,28068.33865954666,387.8432566898553,Industrial Hazardous
Riverside,21155,24.612738097104806,13,2,8,127132,1.305154040013469,53.27301653049615,32.967964266527375,58.9721423260569,0,0,34151.82677375247,407.62710681990916,Standard Mixed
Downtown,33505,1.2433115470487968,22,8,14,105534,1.9525728893913505,51.84052303056128,20.640373446057097,60.25442580739556,0,0,66351.43985649044,500.0,Industrial Hazardous
Airport,32129,24.96565511444531,30,1,13,23820,1.865699846324047,20.342697541512216,15.020908909389128,40.661862180385704,1,0,55034.80897501555,500.0,Industrial Hazardous
Commercial,24110,15.778881905102244,12,4,3,24322,1.7139581176594838,5.911039506946436,31.648407943917054,84.23626113387836,4,0,49698.73818353634,500.0,High Volume Organic
Commercial,22102,14.188321367604365,11,3,10,58235,2.236540231565158,10.712349274007103,18.92945067264343,50.97639087000026,0,0,45503.005745793685,500.0,High Volume Organic
Suburban,20909,1.958054842817372,34,2,1,130629,2.065822098275676,21.944950686087328,38.924907045234875,35.24740740507965,3,0,64426.46684549581,500.0,Industrial Hazardous
Airport,11610,7.196557478314322,17,4,15,123806,2.4606513297767867,57.548058536716375,30.11018208488489,39.27197204975436,3,0,34284.197945248896,430.6929344249756,High Volume Organic
Residential,6573,23.154235863144095,20,5,18,79961,2.2561487460529426,16.467008702885824,36.24129553809594,60.79823433725625,0,0,19986.03473928415,298.6975814210569,High Volume Organic
Riverside,35810,9.179027078136485,44,0,15,141067,0.7304441412555427,55.611884755629944,35.14053795630228,82.90111903371279,0,0,38400.12809813521,500.0,Industrial Hazardous
Commercial,15782,16.710503411447647,46,1,6,70356,0.42675644414487035,10.88188113702687,28.944943116924897,67.69311999639561,2,0,8902.72874418234,236.38460353509103,Industrial Hazardous
Industrial,10695,24.98766058525868,41,0,10,145041,1.2119240768975112,58.188745541472095,25.958767840439496,42.88988994036158,3,0,16025.514777922612,286.2698673637902,Industrial Hazardous
Harbor,2037,6.945207988921759,0,2,11,124753,1.658509791982814,17.616272123879828,27.419960202396474,47.80817527710628,3,0,3658.914943118919,67.65193514786607,Standard Mixed
Airport,17638,14.613981535855098,37,7,3,145059,1.7148276993290865,37.985535806472335,35.07471851142196,88.5615051408543,0,0,43221.85856615645,500.0,Industrial Hazardous
Suburban,44828,17.562725921204223,40,7,15,44923,0.888528075340389,4.18147346823198,31.011267638625046,33.170932655303744,5,1,53568.683792901305,500.0,Industrial Hazardous
Airport,46702,4.533367540852671,41,3,15,135891,2.191738121787075,17.979850271238888,20.142929525206366,89.66029970786424,2,0,111282.75362236169,500.0,Industrial Hazardous
Airport,40664,4.1424778105564615,46,5,6,108478,1.0243422200199395,12.642624382703033,30.23387799163971,84.35146153180582,4,0,56485.9097350496,500.0,Industrial Hazardous
Riverside,24707,11.679543835625246,8,8,12,53750,2.3220521340429157,0.20500012103353393,25.1166644734029,70.70899630723088,2,0,59593.627962733735,500.0,High Volume Organic
Airport,21119,9.952406783102589,22,6,4,117869,1.3375230828670874,9.406187263039453,16.532437682106146,86.59214117406721,2,0,25963.882558805322,352.6189673340432,Industrial Hazardous
Riverside,25345,17.998278203004187,13,1,0,127227,0.32285946529203924,35.58621899023145,24.531729844239425,39.14807084131712,3,0,8511.865798288316,146.8503170379181,Low Volume Dry
Riverside,24810,2.202964900490363,10,1,4,133293,0.6564908846284416,23.395210392279534,20.69003828071814,86.55536163178584,0,0,15948.059493238008,229.93017689718155,Low Volume Dry
Suburban,38399,24.318082281646916,6,2,13,108448,0.5251023646409948,43.354258882286096,35.9646133446042,42.75450501483819,0,0,25113.24966511917,328.0360964664815,Low Volume Dry
Riverside,31062,0.8497860513028928,30,7,10,141343,0.3968567507606768,40.26447601842043,17.62498654806606,62.77277559212989,0,0,12292.712400472683,227.8617790763432,Industrial Hazardous
Industrial,28536,15.232262196235704,23,9,1,148042,1.8708380837834873,47.957970540475124,24.01558623258564,59.32570288093351,2,0,58300.147619825315,500.0,Industrial Hazardous
Harbor,9197,14.284498598751014,25,8,17,41983,0.723094920732885,52.02150138195775,32.38729953269363,60.74748592360014,2,0,8545.672612787605,174.9214494257414,Industrial Hazardous
Airport,18013,3.8005354063082812,29,2,14,131733,2.1449635476942697,49.189530187419706,37.43479794350756,46.04278567733196,5,1,55322.080451079535,500.0,Industrial Hazardous
Downtown,43539,4.19744157648148,33,8,13,107610,0.8818314233917461,26.883650383103085,23.382917751457914,76.83832163885083,1,0,42998.75849966465,500.0,Industrial Hazardous
Airport,3645,19.920598450968356,45,9,12,132700,0.37111963427985123,18.523663821930462,30.160963144982876,74.55499804942534,4,0,1668.1447253070558,157.93997528994177,Industrial Hazardous
Downtown,28318,22.245280231110737,37,7,1,129096,2.1054857567455043,30.1381477781083,24.341239751745547,87.23790793966025,1,0,69474.32646033786,500.0,Industrial Hazardous
Residential,31044,7.433915664152354,4,4,18,25905,1.3255208711681719,32.10771039828252,20.072028384547274,60.41946167440714,5,1,37759.62589897364,440.0261860508983,Standard Mixed
Riverside,13600,11.230117117082926,4,9,7,75483,1.6189119685917868,18.79047101651334,23.142945024533887,62.88552398137554,4,0,21441.60981846395,279.1110737551895,Standard Mixed
Industrial,20604,9.197378505439662,18,2,16,45028,1.039700035011439,32.4003927083861,30.897554080782662,84.20237455162888,1,0,26367.539077595815,357.03138072912634,Standard Mixed
Airport,4567,2.2774018181729714,37,6,14,89609,0.401288871542412,6.346779129877895,32.908483465307086,85.16637738243764,1,0,2398.566870645445,145.05638235566425,Industrial Hazardous
Airport,37463,16.99350402738733,27,8,19,72046,1.1143895961610741,13.862507700917279,24.265140136717967,68.97220116440425,1,0,46212.291229964685,500.0,Industrial Hazardous
Commercial,31228,20.71722690273941,25,5,13,22234,1.4402300146458589,44.762885213433336,18.813301229624656,79.22370527652274,1,0,44269.93171078879,500.0,Industrial Hazardous
Downtown,32817,7.969544256084574,41,2,2,100809,0.3257105277805608,10.969933699424402,18.488937808896804,60.30838247959183,2,0,11364.289371510638,247.01913532709827,Industrial Hazardous
Industrial,31916,24.7593069439526,22,4,16,93167,1.5634380708484015,8.34227089460401,35.31535248908159,53.291731807096596,4,0,67140.44006882008,500.0,Industrial Hazardous
Suburban,42512,2.358363153417696,45,6,2,75011,2.2646927400301804,17.240591479245808,31.331838023973038,81.84409976676989,5,1,132828.3528719193,500.0,Industrial Hazardous
Harbor,40549,16.713872488455763,48,7,12,143043,0.7792491493240579,22.262947005675183,33.200770165761256,76.63631729316788,1,0,45504.18623575029,500.0,Industrial Hazardous
Suburban,3009,11.48158635588918,29,3,17,136135,2.3388921545264774,19.712921066892925,27.20635544080548,44.54469563958165,1,0,8410.891370706184,185.68573160836476,Industrial Hazardous
Industrial,21900,11.441746577113069,2,1,0,32061,0.5147387414118892,22.476323091864284,26.432994523838264,32.858707432351665,5,1,11794.824810521288,176.34238327640568,Low Volume Dry
Suburban,48770,11.712317592821737,27,9,6,69253,2.1159599704902075,8.3947405738565,20.278753281429026,63.93598982172035,0,0,105841.28064201288,500.0,Industrial Hazardous
Commercial,7033,6.837703458134996,32,1,4,146934,2.148713588264746,9.923709478457216,19.208492580392353,80.49699128261832,2,0,15450.43686371884,268.656341600675,Industrial Hazardous
Airport,15170,18.031289269639693,41,2,1,109354,0.8670716983759057,14.15009877585447,18.847833613853158,44.83208789146009,3,0,13889.804238962017,256.5655434273483,Industrial Hazardous
Downtown,4432,18.17862488908316,2,7,16,64667,2.407255497398628,24.11952104719874,39.794716186033284,76.04372306633582,0,0,13973.259043847032,207.7768788296292,High Volume Organic
Airport,47863,7.418729197592762,4,0,9,109240,1.216517196565911,20.153946097106196,35.52229337603324,54.84043404378602,5,1,71860.30163619308,500.0,Standard Mixed
Commercial,46309,20.965008291032028,18,6,3,78796,0.6107633924243063,47.48009588559657,30.65324017673706,50.14251260326361,3,0,34127.949978278135,429.63072509485215,Low Volume Dry
Harbor,38828,8.262701119433085,41,5,8,114898,1.601771791819767,31.53107479578456,20.360097915765646,40.36897806817149,1,0,68056.44084713403,500.0,Industrial Hazardous
Residential,37284,18.264781537670284,47,1,10,132042,2.492552348899586,34.54206162276813,23.441470189420397,86.0576158111458,4,0,111185.00933239512,500.0,Industrial Hazardous
Suburban,24223,3.4644943040456275,0,8,11,84065,2.278441407710448,33.63557606423401,23.769642906164762,43.541881983878106,3,0,53823.20026288818,500.0,High Volume Organic
